lookback,label,total_return,annualized_return,volatility,sharpe_ratio,sortino_ratio,max_drawdown,calmar_ratio,win_rate,avg_positions,avg_turnover
63,3M,3.76978774637534,0.07805909081685991,0.12913690709060893,0.6044677124107497,0.7477897670615787,-0.33383706207509106,0.23382392096208246,0.5294005345551738,2.9389079801450935,0.5077242938545499
126,6M,4.395376232973175,0.0844699949716341,0.1242786784935948,0.679682114386078,0.8334939279966703,-0.27358134943103984,0.30875640882430105,0.5234822451317297,3.0435280641466207,0.3644974901694581
189,9M,5.024449753612844,0.09023921369500809,0.1269181020012688,0.7110034917958825,0.8959711379283637,-0.2666555193563743,0.33841119776113476,0.5236731576937762,3.0532646048109964,0.2776962466564434
252,12M (baseline),4.826643313391773,0.08848952627604856,0.1249930269701697,0.7079557029782716,0.9017925649281762,-0.23190304618407995,0.3815798357638104,0.5244368079419626,3.006300114547537,0.26777318849867404
315,15M,3.717661119239131,0.0774893106051171,0.12191756415710488,0.6355877526002994,0.7910653835562004,-0.26295032175440564,0.2946918265325104,0.52290950744559,3.0024818633066057,0.23137325837078138
378,18M,3.6616630048935352,0.07687049637524446,0.11919771845766722,0.6448990582193469,0.792269502989528,-0.28323195853229377,0.2714047410948499,0.5198549064528446,2.990454371897671,0.19100466413541478
